,Date,Survey,Borough,Measure,Proportion,MPS
1249,3/31/2016,PAS,Barnet,Relied on to be there,0.77,0.77
1250,3/31/2016,PAS,Bexley,Relied on to be there,0.81,0.77
1251,3/31/2016,PAS,Brent,Relied on to be there,0.74,0.77
1252,3/31/2016,PAS,Bromley,Relied on to be there,0.77,0.77
1253,3/31/2016,PAS,Camden,Relied on to be there,0.82,0.77
1254,3/31/2016,PAS,Croydon,Relied on to be there,0.76,0.77
1255,3/31/2016,PAS,Ealing,Relied on to be there,0.74,0.77
1256,3/31/2016,PAS,Enfield,Relied on to be there,0.68,0.77
1257,3/31/2016,PAS,Greenwich,Relied on to be there,0.78,0.77
1258,3/31/2016,PAS,Hackney,Relied on to be there,0.75,0.77
1259,3/31/2016,PAS,Hammersmith and Fulham,Relied on to be there,0.87,0.77
1260,3/31/2016,PAS,Haringey,Relied on to be there,0.7,0.77
1261,3/31/2016,PAS,Harrow,Relied on to be there,0.69,0.77
1262,3/31/2016,PAS,Havering,Relied on to be there,0.78,0.77
1263,3/31/2016,PAS,Hillingdon,Relied on to be there,0.68,0.77
1264,3/31/2016,PAS,Hounslow,Relied on to be there,0.76,0.77
1265,3/31/2016,PAS,Islington,Relied on to be there,0.81,0.77
1266,3/31/2016,PAS,Kensington and Chelsea,Relied on to be there,0.87,0.77
1267,3/31/2016,PAS,Kingston upon Thames,Relied on to be there,0.78,0.77
1268,3/31/2016,PAS,Lambeth,Relied on to be there,0.77,0.77
1269,3/31/2016,PAS,Lewisham,Relied on to be there,0.72,0.77
1270,3/31/2016,PAS,Merton,Relied on to be there,0.71,0.77
1271,3/31/2016,PAS,Newham,Relied on to be there,0.79,0.77
1272,3/31/2016,PAS,Redbridge,Relied on to be there,0.81,0.77
1273,3/31/2016,PAS,Richmond upon Thames,Relied on to be there,0.78,0.77
1274,3/31/2016,PAS,Southwark,Relied on to be there,0.84,0.77
1275,3/31/2016,PAS,Sutton,Relied on to be there,0.78,0.77
1276,3/31/2016,PAS,Tower Hamlets,Relied on to be there,0.77,0.77
1277,3/31/2016,PAS,Waltham Forest,Relied on to be there,0.74,0.77
1278,3/31/2016,PAS,Wandsworth,Relied on to be there,0.76,0.77
1279,3/31/2016,PAS,City of Westminster,Relied on to be there,0.88,0.77
1280,3/31/2016,PAS,Barking and Dagenham,Treat everyone fairly,0.77,0.75
1281,3/31/2016,PAS,Barnet,Treat everyone fairly,0.84,0.75
1282,3/31/2016,PAS,Bexley,Treat everyone fairly,0.79,0.75
1283,3/31/2016,PAS,Brent,Treat everyone fairly,0.68,0.75
1284,3/31/2016,PAS,Bromley,Treat everyone fairly,0.8,0.75
1285,3/31/2016,PAS,Camden,Treat everyone fairly,0.75,0.75
1286,3/31/2016,PAS,Croydon,Treat everyone fairly,0.73,0.75
1287,3/31/2016,PAS,Ealing,Treat everyone fairly,0.69,0.75
1288,3/31/2016,PAS,Enfield,Treat everyone fairly,0.74,0.75
1289,3/31/2016,PAS,Greenwich,Treat everyone fairly,0.8,0.75
1290,3/31/2016,PAS,Hackney,Treat everyone fairly,0.64,0.75
1291,3/31/2016,PAS,Hammersmith and Fulham,Treat everyone fairly,0.82,0.75
1292,3/31/2016,PAS,Haringey,Treat everyone fairly,0.69,0.75
1293,3/31/2016,PAS,Harrow,Treat everyone fairly,0.77,0.75
1294,3/31/2016,PAS,Havering,Treat everyone fairly,0.81,0.75
1295,3/31/2016,PAS,Hillingdon,Treat everyone fairly,0.68,0.75
1296,3/31/2016,PAS,Hounslow,Treat everyone fairly,0.77,0.75
1297,3/31/2016,PAS,Islington,Treat everyone fairly,0.79,0.75
1298,3/31/2016,PAS,Kensington and Chelsea,Treat everyone fairly,0.77,0.75
1299,3/31/2016,PAS,Kingston upon Thames,Treat everyone fairly,0.72,0.75
1300,3/31/2016,PAS,Lambeth,Treat everyone fairly,0.69,0.75
1301,3/31/2016,PAS,Lewisham,Treat everyone fairly,0.72,0.75
1302,3/31/2016,PAS,Merton,Treat everyone fairly,0.67,0.75
1303,3/31/2016,PAS,Newham,Treat everyone fairly,0.8,0.75
1304,3/31/2016,PAS,Redbridge,Treat everyone fairly,0.8,0.75
1305,3/31/2016,PAS,Richmond upon Thames,Treat everyone fairly,0.73,0.75
1306,3/31/2016,PAS,Southwark,Treat everyone fairly,0.71,0.75
1307,3/31/2016,PAS,Sutton,Treat everyone fairly,0.73,0.75
1308,3/31/2016,PAS,Tower Hamlets,Treat everyone fairly,0.76,0.75
1309,3/31/2016,PAS,Waltham Forest,Treat everyone fairly,0.76,0.75
1310,3/31/2016,PAS,Wandsworth,Treat everyone fairly,0.68,0.75
1311,3/31/2016,PAS,City of Westminster,Treat everyone fairly,0.8,0.75
1312,3/31/2016,PAS,Barking and Dagenham,Understand issues,0.72,0.71
1313,3/31/2016,PAS,Barnet,Understand issues,0.67,0.71
1314,3/31/2016,PAS,Bexley,Understand issues,0.73,0.71
1315,3/31/2016,PAS,Brent,Understand issues,0.66,0.71
1316,3/31/2016,PAS,Bromley,Understand issues,0.7,0.71
1317,3/31/2016,PAS,Camden,Understand issues,0.84,0.71
1318,3/31/2016,PAS,Croydon,Understand issues,0.67,0.71
1319,3/31/2016,PAS,Ealing,Understand issues,0.68,0.71
1320,3/31/2016,PAS,Enfield,Understand issues,0.6,0.71
1321,3/31/2016,PAS,Greenwich,Understand issues,0.76,0.71
1322,3/31/2016,PAS,Hackney,Understand issues,0.75,0.71
1323,3/31/2016,PAS,Hammersmith and Fulham,Understand issues,0.78,0.71
1324,3/31/2016,PAS,Haringey,Understand issues,0.73,0.71
1325,3/31/2016,PAS,Harrow,Understand issues,0.59,0.71
1326,3/31/2016,PAS,Havering,Understand issues,0.73,0.71
1327,3/31/2016,PAS,Hillingdon,Understand issues,0.59,0.71
1328,3/31/2016,PAS,Hounslow,Understand issues,0.64,0.71
1329,3/31/2016,PAS,Islington,Understand issues,0.83,0.71
1330,3/31/2016,PAS,Kensington and Chelsea,Understand issues,0.77,0.71
1331,3/31/2016,PAS,Kingston upon Thames,Understand issues,0.72,0.71
1332,3/31/2016,PAS,Lambeth,Understand issues,0.68,0.71
1333,3/31/2016,PAS,Lewisham,Understand issues,0.73,0.71
1334,3/31/2016,PAS,Merton,Understand issues,0.63,0.71
1335,3/31/2016,PAS,Newham,Understand issues,0.74,0.71
1336,3/31/2016,PAS,Redbridge,Understand issues,0.67,0.71
1337,3/31/2016,PAS,Richmond upon Thames,Understand issues,0.72,0.71
1338,3/31/2016,PAS,Southwark,Understand issues,0.8,0.71
1339,3/31/2016,PAS,Sutton,Understand issues,0.73,0.71
1340,3/31/2016,PAS,Tower Hamlets,Understand issues,0.74,0.71
1341,3/31/2016,PAS,Waltham Forest,Understand issues,0.69,0.71
1342,3/31/2016,PAS,Wandsworth,Understand issues,0.67,0.71
1343,3/31/2016,PAS,City of Westminster,Understand issues,0.84,0.71
1344,6/30/2016,PAS,Barking and Dagenham,"""Good Job"" local",0.72,0.69
1345,6/30/2016,PAS,Barnet,"""Good Job"" local",0.67,0.69
1346,6/30/2016,PAS,Bexley,"""Good Job"" local",0.74,0.69
1347,6/30/2016,PAS,Brent,"""Good Job"" local",0.62,0.69
1348,6/30/2016,PAS,Bromley,"""Good Job"" local",0.69,0.69
1349,6/30/2016,PAS,Camden,"""Good Job"" local",0.69,0.69
1350,6/30/2016,PAS,Croydon,"""Good Job"" local",0.62,0.69
1351,6/30/2016,PAS,Ealing,"""Good Job"" local",0.68,0.69
1352,6/30/2016,PAS,Enfield,"""Good Job"" local",0.56,0.69
1353,6/30/2016,PAS,Greenwich,"""Good Job"" local",0.7,0.69
1354,6/30/2016,PAS,Hackney,"""Good Job"" local",0.65,0.69
1355,6/30/2016,PAS,Hammersmith and Fulham,"""Good Job"" local",0.84,0.69
1356,6/30/2016,PAS,Haringey,"""Good Job"" local",0.59,0.69
1357,6/30/2016,PAS,Harrow,"""Good Job"" local",0.56,0.69
1358,6/30/2016,PAS,Havering,"""Good Job"" local",0.72,0.69
1359,6/30/2016,PAS,Hillingdon,"""Good Job"" local",0.58,0.69
1360,6/30/2016,PAS,Hounslow,"""Good Job"" local",0.64,0.69
1361,6/30/2016,PAS,Islington,"""Good Job"" local",0.72,0.69
1362,6/30/2016,PAS,Kensington and Chelsea,"""Good Job"" local",0.82,0.69
1363,6/30/2016,PAS,Kingston upon Thames,"""Good Job"" local",0.78,0.69
1364,6/30/2016,PAS,Lambeth,"""Good Job"" local",0.71,0.69
1365,6/30/2016,PAS,Lewisham,"""Good Job"" local",0.67,0.69
1366,6/30/2016,PAS,Merton,"""Good Job"" local",0.68,0.69
1367,6/30/2016,PAS,Newham,"""Good Job"" local",0.69,0.69
1368,6/30/2016,PAS,Redbridge,"""Good Job"" local",0.71,0.69
1369,6/30/2016,PAS,Richmond upon Thames,"""Good Job"" local",0.79,0.69
1370,6/30/2016,PAS,Southwark,"""Good Job"" local",0.72,0.69
1371,6/30/2016,PAS,Sutton,"""Good Job"" local",0.76,0.69
1372,6/30/2016,PAS,Tower Hamlets,"""Good Job"" local",0.7,0.69
1373,6/30/2016,PAS,Waltham Forest,"""Good Job"" local",0.71,0.69
1374,6/30/2016,PAS,Wandsworth,"""Good Job"" local",0.73,0.69
1375,6/30/2016,PAS,City of Westminster,"""Good Job"" local",0.79,0.69
1376,6/30/2016,PAS,Barking and Dagenham,Contact ward officer,0.31,0.35
1377,6/30/2016,PAS,Barnet,Contact ward officer,0.38,0.35
1378,6/30/2016,PAS,Bexley,Contact ward officer,0.29,0.35
1379,6/30/2016,PAS,Brent,Contact ward officer,0.5,0.35
1380,6/30/2016,PAS,Bromley,Contact ward officer,0.23,0.35
1381,6/30/2016,PAS,Camden,Contact ward officer,0.41,0.35
1382,6/30/2016,PAS,Croydon,Contact ward officer,0.19,0.35
1383,6/30/2016,PAS,Ealing,Contact ward officer,0.4,0.35
1384,6/30/2016,PAS,Enfield,Contact ward officer,0.41,0.35
1385,6/30/2016,PAS,Greenwich,Contact ward officer,0.41,0.35
1386,6/30/2016,PAS,Hackney,Contact ward officer,0.48,0.35
1387,6/30/2016,PAS,Hammersmith and Fulham,Contact ward officer,0.27,0.35
1388,6/30/2016,PAS,Haringey,Contact ward officer,0.43,0.35
1389,6/30/2016,PAS,Harrow,Contact ward officer,0.45,0.35
1390,6/30/2016,PAS,Havering,Contact ward officer,0.32,0.35
1391,6/30/2016,PAS,Hillingdon,Contact ward officer,0.49,0.35
1392,6/30/2016,PAS,Hounslow,Contact ward officer,0.39,0.35
1393,6/30/2016,PAS,Islington,Contact ward officer,0.41,0.35
1394,6/30/2016,PAS,Kensington and Chelsea,Contact ward officer,0.2,0.35
1395,6/30/2016,PAS,Kingston upon Thames,Contact ward officer,0.45,0.35
1396,6/30/2016,PAS,Lambeth,Contact ward officer,0.28,0.35
1397,6/30/2016,PAS,Lewisham,Contact ward officer,0.36,0.35
1398,6/30/2016,PAS,Merton,Contact ward officer,0.37,0.35
1399,6/30/2016,PAS,Newham,Contact ward officer,0.34,0.35
1400,6/30/2016,PAS,Redbridge,Contact ward officer,0.31,0.35
1401,6/30/2016,PAS,Richmond upon Thames,Contact ward officer,0.43,0.35
1402,6/30/2016,PAS,Southwark,Contact ward officer,0.31,0.35
1403,6/30/2016,PAS,Sutton,Contact ward officer,0.4,0.35
1404,6/30/2016,PAS,Tower Hamlets,Contact ward officer,0.34,0.35
1405,6/30/2016,PAS,Waltham Forest,Contact ward officer,0.3,0.35
1406,6/30/2016,PAS,Wandsworth,Contact ward officer,0.25,0.35
1407,6/30/2016,PAS,City of Westminster,Contact ward officer,0.22,0.35
1408,6/30/2016,PAS,Barking and Dagenham,Informed local,0.47,0.42
1409,6/30/2016,PAS,Barnet,Informed local,0.39,0.42
1410,6/30/2016,PAS,Bexley,Informed local,0.5,0.42
1411,6/30/2016,PAS,Brent,Informed local,0.4,0.42
1412,6/30/2016,PAS,Bromley,Informed local,0.47,0.42
1413,6/30/2016,PAS,Camden,Informed local,0.45,0.42
1414,6/30/2016,PAS,Croydon,Informed local,0.37,0.42
1415,6/30/2016,PAS,Ealing,Informed local,0.45,0.42
1416,6/30/2016,PAS,Enfield,Informed local,0.38,0.42
1417,6/30/2016,PAS,Greenwich,Informed local,0.5,0.42
1418,6/30/2016,PAS,Hackney,Informed local,0.45,0.42
1419,6/30/2016,PAS,Hammersmith and Fulham,Informed local,0.34,0.42
1420,6/30/2016,PAS,Haringey,Informed local,0.48,0.42
1421,6/30/2016,PAS,Harrow,Informed local,0.39,0.42
1422,6/30/2016,PAS,Havering,Informed local,0.44,0.42
1423,6/30/2016,PAS,Hillingdon,Informed local,0.45,0.42
1424,6/30/2016,PAS,Hounslow,Informed local,0.43,0.42
1425,6/30/2016,PAS,Islington,Informed local,0.44,0.42
1426,6/30/2016,PAS,Kensington and Chelsea,Informed local,0.37,0.42
1427,6/30/2016,PAS,Kingston upon Thames,Informed local,0.53,0.42
1428,6/30/2016,PAS,Lambeth,Informed local,0.42,0.42
1429,6/30/2016,PAS,Lewisham,Informed local,0.38,0.42
1430,6/30/2016,PAS,Merton,Informed local,0.36,0.42
1431,6/30/2016,PAS,Newham,Informed local,0.47,0.42
1432,6/30/2016,PAS,Redbridge,Informed local,0.38,0.42
1433,6/30/2016,PAS,Richmond upon Thames,Informed local,0.56,0.42
1434,6/30/2016,PAS,Southwark,Informed local,0.38,0.42
1435,6/30/2016,PAS,Sutton,Informed local,0.4,0.42
1436,6/30/2016,PAS,Tower Hamlets,Informed local,0.42,0.42
1437,6/30/2016,PAS,Waltham Forest,Informed local,0.32,0.42
1438,6/30/2016,PAS,Wandsworth,Informed local,0.34,0.42
1439,6/30/2016,PAS,City of Westminster,Informed local,0.48,0.42
1440,6/30/2016,PAS,Barking and Dagenham,Listen to concerns,0.77,0.74
1441,6/30/2016,PAS,Barnet,Listen to concerns,0.73,0.74
1442,6/30/2016,PAS,Bexley,Listen to concerns,0.77,0.74
1443,6/30/2016,PAS,Brent,Listen to concerns,0.66,0.74
1444,6/30/2016,PAS,Bromley,Listen to concerns,0.77,0.74
1445,6/30/2016,PAS,Camden,Listen to concerns,0.82,0.74
1446,6/30/2016,PAS,Croydon,Listen to concerns,0.74,0.74
1447,6/30/2016,PAS,Ealing,Listen to concerns,0.71,0.74
1448,6/30/2016,PAS,Enfield,Listen to concerns,0.64,0.74
1449,6/30/2016,PAS,Greenwich,Listen to concerns,0.84,0.74
1450,6/30/2016,PAS,Hackney,Listen to concerns,0.82,0.74
1451,6/30/2016,PAS,Hammersmith and Fulham,Listen to concerns,0.79,0.74
1452,6/30/2016,PAS,Haringey,Listen to concerns,0.79,0.74
1453,6/30/2016,PAS,Harrow,Listen to concerns,0.54,0.74
1454,6/30/2016,PAS,Havering,Listen to concerns,0.71,0.74
1455,6/30/2016,PAS,Hillingdon,Listen to concerns,0.6,0.74
1456,6/30/2016,PAS,Hounslow,Listen to concerns,0.65,0.74
1457,6/30/2016,PAS,Islington,Listen to concerns,0.8,0.74
1458,6/30/2016,PAS,Kensington and Chelsea,Listen to concerns,0.82,0.74
1459,6/30/2016,PAS,Kingston upon Thames,Listen to concerns,0.75,0.74
1460,6/30/2016,PAS,Lambeth,Listen to concerns,0.76,0.74
1461,6/30/2016,PAS,Lewisham,Listen to concerns,0.73,0.74
1462,6/30/2016,PAS,Merton,Listen to concerns,0.74,0.74
1463,6/30/2016,PAS,Newham,Listen to concerns,0.74,0.74
1464,6/30/2016,PAS,Redbridge,Listen to concerns,0.77,0.74
1465,6/30/2016,PAS,Richmond upon Thames,Listen to concerns,0.79,0.74
1466,6/30/2016,PAS,Southwark,Listen to concerns,0.81,0.74
1467,6/30/2016,PAS,Sutton,Listen to concerns,0.8,0.74
1468,6/30/2016,PAS,Tower Hamlets,Listen to concerns,0.78,0.74
1469,6/30/2016,PAS,Waltham Forest,Listen to concerns,0.71,0.74
1470,6/30/2016,PAS,Wandsworth,Listen to concerns,0.72,0.74
1471,6/30/2016,PAS,City of Westminster,Listen to concerns,0.83,0.74
1472,6/30/2016,PAS,Barking and Dagenham,Relied on to be there,0.76,0.77
1473,6/30/2016,PAS,Barnet,Relied on to be there,0.74,0.77
1474,6/30/2016,PAS,Bexley,Relied on to be there,0.81,0.77
1475,6/30/2016,PAS,Brent,Relied on to be there,0.71,0.77
1476,6/30/2016,PAS,Bromley,Relied on to be there,0.79,0.77
1477,6/30/2016,PAS,Camden,Relied on to be there,0.85,0.77
1478,6/30/2016,PAS,Croydon,Relied on to be there,0.78,0.77
1479,6/30/2016,PAS,Ealing,Relied on to be there,0.75,0.77
1480,6/30/2016,PAS,Enfield,Relied on to be there,0.68,0.77
1481,6/30/2016,PAS,Greenwich,Relied on to be there,0.81,0.77
1482,6/30/2016,PAS,Hackney,Relied on to be there,0.76,0.77
1483,6/30/2016,PAS,Hammersmith and Fulham,Relied on to be there,0.85,0.77
1484,6/30/2016,PAS,Haringey,Relied on to be there,0.73,0.77
1485,6/30/2016,PAS,Harrow,Relied on to be there,0.67,0.77
1486,6/30/2016,PAS,Havering,Relied on to be there,0.77,0.77
1487,6/30/2016,PAS,Hillingdon,Relied on to be there,0.66,0.77
1488,6/30/2016,PAS,Hounslow,Relied on to be there,0.76,0.77
1489,6/30/2016,PAS,Islington,Relied on to be there,0.81,0.77
1490,6/30/2016,PAS,Kensington and Chelsea,Relied on to be there,0.88,0.77
1491,6/30/2016,PAS,Kingston upon Thames,Relied on to be there,0.78,0.77
1492,6/30/2016,PAS,Lambeth,Relied on to be there,0.78,0.77
1493,6/30/2016,PAS,Lewisham,Relied on to be there,0.73,0.77
1494,6/30/2016,PAS,Merton,Relied on to be there,0.7,0.77
1495,6/30/2016,PAS,Newham,Relied on to be there,0.8,0.77
1496,6/30/2016,PAS,Redbridge,Relied on to be there,0.79,0.77
1497,6/30/2016,PAS,Richmond upon Thames,Relied on to be there,0.82,0.77
1498,6/30/2016,PAS,Southwark,Relied on to be there,0.85,0.77
1499,6/30/2016,PAS,Sutton,Relied on to be there,0.79,0.77
1500,6/30/2016,PAS,Tower Hamlets,Relied on to be there,0.8,0.77
1501,6/30/2016,PAS,Waltham Forest,Relied on to be there,0.74,0.77
1502,6/30/2016,PAS,Wandsworth,Relied on to be there,0.78,0.77
1503,6/30/2016,PAS,City of Westminster,Relied on to be there,0.87,0.77
1504,6/30/2016,PAS,Barking and Dagenham,Treat everyone fairly,0.79,0.75
1505,6/30/2016,PAS,Barnet,Treat everyone fairly,0.83,0.75
1506,6/30/2016,PAS,Bexley,Treat everyone fairly,0.83,0.75
1507,6/30/2016,PAS,Brent,Treat everyone fairly,0.67,0.75
1508,6/30/2016,PAS,Bromley,Treat everyone fairly,0.8,0.75
1509,6/30/2016,PAS,Camden,Treat everyone fairly,0.78,0.75
1510,6/30/2016,PAS,Croydon,Treat everyone fairly,0.76,0.75
1511,6/30/2016,PAS,Ealing,Treat everyone fairly,0.74,0.75
1512,6/30/2016,PAS,Enfield,Treat everyone fairly,0.73,0.75
1513,6/30/2016,PAS,Greenwich,Treat everyone fairly,0.85,0.75
1514,6/30/2016,PAS,Hackney,Treat everyone fairly,0.66,0.75
1515,6/30/2016,PAS,Hammersmith and Fulham,Treat everyone fairly,0.81,0.75
1516,6/30/2016,PAS,Haringey,Treat everyone fairly,0.71,0.75
1517,6/30/2016,PAS,Harrow,Treat everyone fairly,0.73,0.75
1518,6/30/2016,PAS,Havering,Treat everyone fairly,0.82,0.75
1519,6/30/2016,PAS,Hillingdon,Treat everyone fairly,0.68,0.75
1520,6/30/2016,PAS,Hounslow,Treat everyone fairly,0.77,0.75
1521,6/30/2016,PAS,Islington,Treat everyone fairly,0.76,0.75
1522,6/30/2016,PAS,Kensington and Chelsea,Treat everyone fairly,0.79,0.75
1523,6/30/2016,PAS,Kingston upon Thames,Treat everyone fairly,0.72,0.75
1524,6/30/2016,PAS,Lambeth,Treat everyone fairly,0.73,0.75
1525,6/30/2016,PAS,Lewisham,Treat everyone fairly,0.7,0.75
1526,6/30/2016,PAS,Merton,Treat everyone fairly,0.7,0.75
1527,6/30/2016,PAS,Newham,Treat everyone fairly,0.78,0.75
1528,6/30/2016,PAS,Redbridge,Treat everyone fairly,0.8,0.75
1529,6/30/2016,PAS,Richmond upon Thames,Treat everyone fairly,0.74,0.75
1530,6/30/2016,PAS,Southwark,Treat everyone fairly,0.75,0.75
1531,6/30/2016,PAS,Sutton,Treat everyone fairly,0.74,0.75
1532,6/30/2016,PAS,Tower Hamlets,Treat everyone fairly,0.77,0.75
1533,6/30/2016,PAS,Waltham Forest,Treat everyone fairly,0.74,0.75
1534,6/30/2016,PAS,Wandsworth,Treat everyone fairly,0.7,0.75
1535,6/30/2016,PAS,City of Westminster,Treat everyone fairly,0.8,0.75
1536,6/30/2016,PAS,Barking and Dagenham,Understand issues,0.74,0.71
1537,6/30/2016,PAS,Barnet,Understand issues,0.65,0.71
1538,6/30/2016,PAS,Bexley,Understand issues,0.74,0.71
1539,6/30/2016,PAS,Brent,Understand issues,0.62,0.71
1540,6/30/2016,PAS,Bromley,Understand issues,0.73,0.71
1541,6/30/2016,PAS,Camden,Understand issues,0.83,0.71
1542,6/30/2016,PAS,Croydon,Understand issues,0.7,0.71
1543,6/30/2016,PAS,Ealing,Understand issues,0.69,0.71
1544,6/30/2016,PAS,Enfield,Understand issues,0.6,0.71
1545,6/30/2016,PAS,Greenwich,Understand issues,0.79,0.71
1546,6/30/2016,PAS,Hackney,Understand issues,0.78,0.71
1547,6/30/2016,PAS,Hammersmith and Fulham,Understand issues,0.78,0.71
1548,6/30/2016,PAS,Haringey,Understand issues,0.77,0.71
1549,6/30/2016,PAS,Harrow,Understand issues,0.55,0.71
1550,6/30/2016,PAS,Havering,Understand issues,0.73,0.71
1551,6/30/2016,PAS,Hillingdon,Understand issues,0.56,0.71
1552,6/30/2016,PAS,Hounslow,Understand issues,0.66,0.71
1553,6/30/2016,PAS,Islington,Understand issues,0.84,0.71
1554,6/30/2016,PAS,Kensington and Chelsea,Understand issues,0.81,0.71
1555,6/30/2016,PAS,Kingston upon Thames,Understand issues,0.71,0.71
1556,6/30/2016,PAS,Lambeth,Understand issues,0.72,0.71
1557,6/30/2016,PAS,Lewisham,Understand issues,0.74,0.71
1558,6/30/2016,PAS,Merton,Understand issues,0.63,0.71
1559,6/30/2016,PAS,Newham,Understand issues,0.71,0.71
1560,6/30/2016,PAS,Redbridge,Understand issues,0.66,0.71
1561,6/30/2016,PAS,Richmond upon Thames,Understand issues,0.76,0.71
1562,6/30/2016,PAS,Southwark,Understand issues,0.81,0.71
1563,6/30/2016,PAS,Sutton,Understand issues,0.72,0.71
1564,6/30/2016,PAS,Tower Hamlets,Understand issues,0.76,0.71
1565,6/30/2016,PAS,Waltham Forest,Understand issues,0.66,0.71
1566,6/30/2016,PAS,Wandsworth,Understand issues,0.69,0.71
1567,6/30/2016,PAS,City of Westminster,Understand issues,0.82,0.71
1568,9/30/2016,PAS,Barking and Dagenham,"""Good Job"" local",0.77,0.69
1569,9/30/2016,PAS,Barnet,"""Good Job"" local",0.66,0.69
1570,9/30/2016,PAS,Bexley,"""Good Job"" local",0.73,0.69
1571,9/30/2016,PAS,Brent,"""Good Job"" local",0.62,0.69
1572,9/30/2016,PAS,Bromley,"""Good Job"" local",0.69,0.69
1573,9/30/2016,PAS,Camden,"""Good Job"" local",0.72,0.69
1574,9/30/2016,PAS,Croydon,"""Good Job"" local",0.59,0.69
1575,9/30/2016,PAS,Ealing,"""Good Job"" local",0.66,0.69
1576,9/30/2016,PAS,Enfield,"""Good Job"" local",0.58,0.69
1577,9/30/2016,PAS,Greenwich,"""Good Job"" local",0.71,0.69
1578,9/30/2016,PAS,Hackney,"""Good Job"" local",0.68,0.69
1579,9/30/2016,PAS,Hammersmith and Fulham,"""Good Job"" local",0.82,0.69
1580,9/30/2016,PAS,Haringey,"""Good Job"" local",0.6,0.69
1581,9/30/2016,PAS,Harrow,"""Good Job"" local",0.63,0.69
1582,9/30/2016,PAS,Havering,"""Good Job"" local",0.73,0.69
1583,9/30/2016,PAS,Hillingdon,"""Good Job"" local",0.56,0.69
1584,9/30/2016,PAS,Hounslow,"""Good Job"" local",0.65,0.69
1585,9/30/2016,PAS,Islington,"""Good Job"" local",0.68,0.69
1586,9/30/2016,PAS,Kensington and Chelsea,"""Good Job"" local",0.8,0.69
1587,9/30/2016,PAS,Kingston upon Thames,"""Good Job"" local",0.77,0.69
1588,9/30/2016,PAS,Lambeth,"""Good Job"" local",0.69,0.69
1589,9/30/2016,PAS,Lewisham,"""Good Job"" local",0.68,0.69
1590,9/30/2016,PAS,Merton,"""Good Job"" local",0.66,0.69
1591,9/30/2016,PAS,Newham,"""Good Job"" local",0.75,0.69
1592,9/30/2016,PAS,Redbridge,"""Good Job"" local",0.7,0.69
1593,9/30/2016,PAS,Richmond upon Thames,"""Good Job"" local",0.79,0.69
1594,9/30/2016,PAS,Southwark,"""Good Job"" local",0.74,0.69
1595,9/30/2016,PAS,Sutton,"""Good Job"" local",0.7,0.69
